STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 00:51,FM-15,OVC:08 65,10.00,,40,4.4,35,1.4,26,-3.3,58,13,250,,29.87,8,,29.90,0.00,29.89,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 01:00,FM-12,,9.94,,40,4.4,35,1.4,26,-3.3,58,13,250,,29.86,8,+0.02,29.90,,,40,31,36,2.3,,,,29,0,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 01:51,FM-15,OVC:08 60,10.00,,39,3.9,34,1.1,26,-3.3,60,13,260,,29.88,,,29.91,0.00,29.90,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 02:51,FM-15,BKN:07 46 BKN:07 80 OVC:08 250,10.00,,39,3.9,34,1.1,26,-3.3,60,11,270,,29.88,,,29.90,0.00,29.90,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 03:51,FM-15,OVC:08 46,10.00,,40,4.4,35,1.6,27,-2.8,60,15,260,,29.89,1,,29.91,0.00,29.91,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 04:00,FM-12,,9.94,,40,4.4,35,1.6,27,-2.8,60,15,260,,29.88,1,-0.01,29.91,,,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 04:51,FM-15,BKN:07 46 OVC:08 55,10.00,,40,4.4,35,1.8,28,-2.2,63,17,250,,29.88,,,29.91,0.00,29.90,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 05:51,FM-15,OVC:08 50,10.00,,39,3.9,34,1.3,27,-2.8,62,15,260,,29.87,,,29.89,0.00,29.89,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 06:51,FM-15,BKN:07 50 BKN:07 250,10.00,,38,3.3,34,1.0,27,-2.8,65,14,260,,29.88,5,,29.91,0.00,29.90,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 07:00,FM-12,,9.94,,38,3.3,34,1.0,27,-2.8,65,14,260,,29.87,5,+0.00,29.91,,,39,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 07:51,FM-15,BKN:07 50 BKN:07 90 OVC:08 250,10.00,,39,3.9,35,1.5,28,-2.2,65,14,260,,29.88,,,29.90,0.00,29.90,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 08:51,FM-15,BKN:07 110 OVC:08 250,10.00,,40,4.4,35,1.6,27,-2.8,60,17,260,,29.88,,,29.91,0.00,29.90,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 09:51,FM-15,BKN:07 50 BKN:07 120 OVC:08 250,10.00,,40,4.4,35,1.6,27,-2.8,60,16,260,,29.90,3,,29.92,0.00,29.92,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 10:00,FM-12,,9.94,,40,4.4,35,1.6,27,-2.8,60,16,260,,29.89,3,-0.01,29.92,,,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 10:51,FM-15,FEW:02 50 BKN:07 110 OVC:08 230,10.00,,41,5.0,36,2.1,28,-2.2,60,16,260,,29.89,,,29.91,0.00,29.91,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 11:51,FM-15,SCT:04 38 BKN:07 48 OVC:08 110,10.00,,41,5.0,36,2.0,27,-2.8,57,15,270,,29.86,,,29.88,0.00,29.88,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 12:51,FM-15,BKN:07 36 OVC:08 85,10.00,,40,4.4,35,1.4,26,-3.3,58,17,290,,29.85,8,,29.87,0.00,29.87,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 13:00,FM-12,,9.94,,40,4.4,35,1.4,26,-3.3,58,17,290,,29.84,8,+0.05,29.87,,,,36,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 13:02,FM-16,BKN:07 34 OVC:08 85,10.00,,37,3.0,33,0.7,27,-3.0,65,15,340,,29.85,,,,,29.87,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 13:51,FM-15,BKN:07 32 OVC:08 90,10.00,,38,3.3,33,0.8,26,-3.3,62,11,310,,29.84,,,29.86,0.00,29.86,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 14:51,FM-15,BKN:07 40 OVC:08 55,10.00,,39,3.9,33,0.8,24,-4.4,55,11,310,,29.84,,,29.86,0.00,29.86,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 15:51,FM-15,SCT:04 49 BKN:07 230,10.00,,39,3.9,33,0.6,23,-5.0,53,13,290,,29.86,3,,29.88,0.00,29.88,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 16:00,FM-12,,9.94,,39,3.9,33,0.6,23,-5.0,53,13,290,,29.85,3,-0.01,29.88,,,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 16:51,FM-15,SCT:04 49 BKN:07 240,10.00,,38,3.3,31,-0.5,18,-7.8,44,17,320,24,29.87,,,29.89,0.00,29.89,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 17:51,FM-15,FEW:02 49 BKN:07 250,10.00,,37,2.8,30,-1.0,17,-8.3,44,16,330,25,29.90,,,29.92,0.00,29.92,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 18:51,FM-15,FEW:02 49 BKN:07 250,10.00,,35,1.7,28,-2.1,14,-10.0,42,15,310,,29.93,3,,29.95,0.00,29.95,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 19:00,FM-12,,9.94,,35,1.7,28,-2.1,14,-10.0,42,15,310,,29.92,3,-0.07,29.95,,,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 19:51,FM-15,BKN:07 240,10.00,,33,0.6,27,-2.8,14,-10.0,45,14,350,24,29.94,,,29.96,0.00,29.96,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 20:51,FM-15,BKN:07 260,10.00,,32,0.0,26,-3.1,14,-10.0,47,16,330,,29.96,,,29.98,0.00,29.98,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 21:51,FM-15,FEW:02 130 BKN:07 260,10.00,,30,-1.1,24,-4.2,11,-11.7,45,22,330,30,29.97,3,,29.99,0.00,29.99,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 22:00,FM-12,,9.94,,30,-1.1,24,-4.2,11,-11.7,45,22,330,,29.96,3,-0.03,29.99,,,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 22:51,FM-15,OVC:08 260,10.00,,29,-1.7,24,-4.6,11,-11.7,47,16,320,,30.00,,,30.02,0.00,30.02,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 23:51,FM-15,OVC:08 260,10.00,,27,-2.8,22,-5.7,8,-13.3,45,21,320,36,30.00,,,30.02,0.00,30.02,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,41,27,34,0.3,55,22,32,31,0,0719,1639,,0.00,0.0,0,29.88,29.91,15.2,37,320,29,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 00:51,FM-15,OVC:08 260,10.00,,26,-3.3,21,-6.1,8,-13.3,46,18,320,30,29.99,0,,30.01,0.00,30.01,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 01:00,FM-12,,9.94,,26,-3.3,21,-6.1,8,-13.3,46,18,320,,29.98,0,-0.02,30.01,,,40,26,33,-0.6,,,,32,0,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 01:51,FM-15,OVC:08 250,10.00,,26,-3.3,21,-6.1,8,-13.3,46,20,330,28,30.00,,,30.02,0.00,30.02,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 02:51,FM-15,OVC:08 250,10.00,,25,-3.9,20,-6.5,8,-13.3,48,18,310,,30.01,,,30.03,0.00,30.03,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 03:51,FM-15,BKN:07 260,10.00,,25,-3.9,20,-6.5,8,-13.3,48,17,320,22,30.00,0,,30.02,0.00,30.02,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 04:00,FM-12,,9.94,,25,-3.9,20,-6.5,8,-13.3,48,17,320,,29.99,0,-0.01,30.02,,,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 04:51,FM-15,OVC:08 260,10.00,,24,-4.4,20,-6.8,8,-13.3,50,17,330,24,30.01,,,30.03,0.00,30.03,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 05:51,FM-15,OVC:08 260,10.00,,23,-5.0,19,-7.1,9,-12.8,55,11,350,,30.02,,,30.04,0.00,30.04,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 06:51,FM-15,OVC:08 260,10.00,,23,-5.0,19,-7.1,9,-12.8,55,9,340,,30.02,1,,30.04,0.00,30.04,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 07:00,FM-12,,9.94,,23,-5.0,19,-7.1,9,-12.8,55,9,340,,30.01,1,-0.02,30.04,,,41,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 07:51,FM-15,FEW:02 42 SCT:04 140 BKN:07 260,10.00,,23,-5.0,19,-7.1,9,-12.8,55,10,340,,30.04,,,30.06,0.00,30.06,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 08:51,FM-15,FEW:02 44 BKN:07 260,10.00,,25,-3.9,20,-6.4,8,-13.3,48,13,320,,30.06,,,30.08,0.00,30.08,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 09:51,FM-15,FEW:02 45 BKN:07 260,10.00,,27,-2.8,22,-5.7,8,-13.3,45,13,310,,30.07,3,,30.09,0.00,30.09,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 10:00,FM-12,,9.94,,27,-2.8,22,-5.7,8,-13.3,45,13,310,,30.06,3,-0.05,30.09,,,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 10:51,FM-15,FEW:02 47 SCT:04 180 BKN:07 260,10.00,,29,-1.7,23,-4.8,9,-12.8,43,14,300,18,30.06,,,30.08,0.00,30.08,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 11:51,FM-15,FEW:02 50 SCT:04 180 BKN:07 260,10.00,,30,-1.1,24,-4.4,10,-12.2,43,21,300,25,30.04,,,30.06,0.00,30.06,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 12:51,FM-15,FEW:02 50 SCT:04 150 BKN:07 260,10.00,,31,-0.6,25,-4.0,10,-12.2,42,15,310,24,30.00,8,,30.02,0.00,30.02,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 13:00,FM-12,,9.94,,31,-0.6,25,-4.0,10,-12.2,42,15,310,,29.99,8,+0.07,30.02,,,,23,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 13:51,FM-15,FEW:02 55 SCT:04 150 BKN:07 260,10.00,,33,0.6,26,-3.2,11,-11.7,40,16,310,,30.02,,,30.04,0.00,30.04,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 14:51,FM-15,FEW:02 55 SCT:04 220 BKN:07 260,10.00,,35,1.7,28,-2.5,11,-11.7,37,14,300,22,30.03,,,30.05,0.00,30.05,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 15:51,FM-15,FEW:02 55 BKN:07 260,10.00,,34,1.1,27,-2.9,10,-12.2,37,20,320,25,30.05,3,,30.07,0.00,30.07,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 16:00,FM-12,,9.94,,34,1.1,27,-2.9,10,-12.2,37,19,320,,30.04,3,-0.05,30.07,,,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 16:51,FM-15,FEW:02 55 BKN:07 260,10.00,,32,0.0,26,-3.5,11,-11.7,41,16,310,,30.07,,,30.09,0.00,30.09,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 17:51,FM-15,FEW:02 55 BKN:07 260,10.00,,32,0.0,26,-3.5,11,-11.7,41,11,300,,30.10,,,30.12,0.00,30.12,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 18:51,FM-15,FEW:02 55 BKN:07 260,10.00,,31,-0.6,25,-3.8,12,-11.1,45,14,310,,30.12,3,,30.14,0.00,30.14,,,,,,,,,,0719,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 19:00,FM-12,,9.94,,31,-0.6,25,-3.8,12,-11.1,45,14,310,,30.11,3,-0.07,30.14,,,,,,,,,,,,0719,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 19:51,FM-15,FEW:02 40 BKN:07 260,10.00,,31,-0.6,25,-3.6,13,-10.6,47,10,300,,30.12,,,30.14,0.00,30.14,,,,,,,,,,0719,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.6386,-73.7622,2013-01-02 20:51,FM-15,FEW:02 40 BKN:07 240,10.00,,31,-0.6,25,-3.6,13,-10.6,47,8,300,,30.13,,,30.15,0.00,30.15,,,,,,,,,,0719,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
